"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Sri Petaling, Kuala Lumpur","RM",435000,"2-sty Terrace/Link House","Land area  ",15,"sq. ft.","Partly Furnished"
"Sri Petaling, Kuala Lumpur","RM",415000,"Condominium","Built-up  ",1130,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",990000,"Condominium (Corner)","Built-up  ",1646,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",790480,"Serviced Residence","Built-up  ",886,"sq. ft.","Partly Furnished"
"Batu Caves, Kuala Lumpur","RM",2000,"Serviced Residence","Built-up  ",1100,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",554040,"Serviced Residence","Built-up  ",595,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",650000,"Condominium","Built-up  ",1460,"sq. ft.","Partly Furnished"
"Kepong, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1074,"sq. ft.","Fully Furnished"
"Kepong, Kuala Lumpur","RM",580000,"Condominium","Built-up  ",1074,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",580000,"Serviced Residence (Intermediate)","Built-up  ",883,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",3480000,"Bungalow","Land area  ",7449,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",790000,"Townhouse (Intermediate)","Built-up  ",1617,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",5e+05,"Serviced Residence (Intermediate)","Built-up  ",731,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1690000,"Condominium (Intermediate)","Built-up  ",2146,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",1050000,"Condominium (Intermediate)","Land area  ",972,"sq. ft.","Fully Furnished"
"Keramat, Kuala Lumpur","RM",810000,"1.5-sty Terrace/Link House (Corner)","Land area  ",3584,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",415000,"Apartment (Intermediate)","Built-up  ",1000,"sq. ft.","Partly Furnished"
"Desa Pandan, Kuala Lumpur","RM",248000,"Apartment (Intermediate)","Built-up  ",721,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",5e+05,"Condominium (Corner)","Built-up  ",1250,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",476000,"Condominium (Corner)","Built-up  ",1250,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",2985300,"Condominium (Corner)","Built-up  ",3317,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",4300000,"Condominium (Corner)","Built-up  ",4694,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",4500000,"Condominium (Corner)","Built-up  ",4694,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2860000,"Condominium (Corner)","Built-up  ",3317,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",3200000,"Condominium (Corner)","Built-up  ",3729,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1270000,"Condominium (Intermediate)","Built-up  ",1756,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",890000,"Condominium (Intermediate)","Built-up  ",1470,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",6300000,"Bungalow (Corner)","Land area  ",5673,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",6300000,"Bungalow (Intermediate)","Land area  ",5971,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1072,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",2400000,"Serviced Residence (Corner)","Built-up  ",1006,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2260000,"Condominium (Intermediate)","Built-up  ",1518,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",650000,"Condominium (Intermediate)","Built-up  ",1164,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2100000,"Serviced Residence (Corner)","Built-up  ",1076,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",1290000,"Serviced Residence","Built-up  ",782,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",1160000,"Serviced Residence (Corner)","Built-up  ",703,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",1099000,"Serviced Residence (Intermediate)","Built-up  ",688,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",1398000,"Serviced Residence (Intermediate)","Built-up  ",887,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",5e+05,"Serviced Residence (Intermediate)","Built-up  ",950,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",480000,"Apartment","Built-up  ",1043,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",8990000,"Bungalow","Land area  ",26200,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",430000,"Serviced Residence (Corner)","Built-up  ",950,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",4215000,"Serviced Residence (Corner)","Built-up  ",3832,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",3265000,"Serviced Residence (Corner)","Built-up  ",2968,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",1560000,"Serviced Residence (Corner)","Built-up  ",1445,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",668000,"Condominium (Corner)","Built-up  ",1168,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1250000,"Serviced Residence","Built-up  ",932,"sq. ft.","Fully Furnished"
"KL City, Kuala Lumpur","RM",9e+05,"Serviced Residence (Intermediate)","Built-up  ",646,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1100000,"Condominium (Corner)","Built-up  ",1605,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2152000,"Serviced Residence (Intermediate)","Built-up  ",1076,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1e+06,"Serviced Residence (Corner)","Built-up  ",1200,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",730000,"Serviced Residence (Intermediate)","Built-up  ",830,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",399000,"Apartment (Intermediate)","Built-up  ",1098,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2050000,"Condominium (Corner)","Built-up  ",2411,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",3e+06,"Condominium (Corner)","Built-up  ",3541,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2300000,"Condominium (Corner)","Built-up  ",2906,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2350000,"Condominium (Corner)","Built-up  ",2906,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2950000,"Condominium (Corner)","Built-up  ",3541,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",8000,"Condominium","Built-up  ",2535,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1940000,"Condominium (Corner)","Built-up  ",2700,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2450000,"Condominium (Corner)","Built-up  ",2906,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2222222,"Condominium (Corner)","Built-up  ",2707,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2800000,"Condominium (Corner)","Built-up  ",3541,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1980000,"Condominium (Intermediate)","Built-up  ",2411,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1920000,"Condominium (Corner)","Built-up  ",2535,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2750000,"Condominium (EndLot)","Built-up  ",3714,"sq. ft.","Partly Furnished"
"Taman Melawati, Kuala Lumpur","RM",3100000,"Bungalow (Corner)","Land area  ",5210,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2850000,"Condominium (Corner)","Built-up  ",3317,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",3e+06,"Condominium (Corner)","Built-up  ",3729,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",698000,"Condominium (Corner)","Built-up  ",1423,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2650000,"Condominium (Corner)","Built-up  ",3317,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",3200000,"Condominium","Built-up  ",4554,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",4225500,"Condominium (Corner)","Built-up  ",4695,"sq. ft.","Partly Furnished"
"Desa Petaling, Kuala Lumpur","RM",425000,"Condominium","Built-up  ",1246,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",1100000,"3-sty Terrace/Link House (Intermediate)","Land area  ",1600,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",2280000,"3-sty Terrace/Link House (EndLot)","Land area  ",26,"sq. ft.","Unfurnished"
"Sungai Besi, Kuala Lumpur","RM",1650000,"3-sty Terrace/Link House (EndLot)","Built-up  ",3216,"sq. ft.","Unfurnished"
"Sungai Besi, Kuala Lumpur","RM",1e+06,"3-sty Terrace/Link House (Intermediate)","Land area  ",1600,"sq. ft.","Partly Furnished"
"Bandar Menjalara, Kuala Lumpur","RM",380000,"Condominium (EndLot)","Built-up  ",914,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",378000,"Serviced Residence","Built-up  ",850,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",650000,"Condominium","Built-up  ",1320,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",508600,"Condominium (Intermediate)","Built-up  ",893,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1300000,"Condominium (Corner)","Built-up  ",2002,"sq. ft.","Fully Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",3e+06,"Condominium (Corner)","Land area  ",4000,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2300000,"Condominium (Intermediate)","Built-up  ",2411,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1400000,"Condominium (Corner)","Built-up  ",2000,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1.5e+07,"Bungalow","Land area  ",13000,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2700000,"Condominium (Corner)","Built-up  ",3627,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",2850000,"Condominium","Built-up  ",2996,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7800000,"Condominium (Corner)","Built-up  ",4026,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3900000,"Semi-detached House (Intermediate)","Built-up  ",5230,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3326900,"Condominium (Corner)","Built-up  ",3502,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",9e+06,"Bungalow (Corner)","Land area  ",8438,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1.7e+07,"Bungalow (Corner)","Land area  ",16000,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",2750000,"Condominium","Built-up  ",2996,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",490000,"Serviced Residence","Built-up  ",1040,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",750000,"Condominium (Corner)","Built-up  ",1450,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",750000,"Condominium","Built-up  ",1250,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",9e+05,"Condominium (Corner)","Built-up  ",1550,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",850000,"Condominium","Built-up  ",1550,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",640000,"Condominium","Built-up  ",1234,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",815000,"Condominium","Built-up  ",1253,"sq. ft.","Unfurnished"
"Bukit Jalil, Kuala Lumpur","RM",605000,"Condominium","Built-up  ",1234,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",960000,"Condominium (Corner)","Built-up  ",1600,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",9e+05,"Condominium (Corner)","Built-up  ",1550,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1998000,"Serviced Residence (Corner)","Built-up  ",1299,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1120000,"Condominium (Intermediate)","Built-up  ",630,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",527000,"Condominium (Intermediate)","Built-up  ",1020,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",530000,"Condominium","Built-up  ",1044,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",720000,"Condominium","Built-up  ",1313,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",1650,"Condominium","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",957000,"Condominium (Intermediate)","Built-up  ",1900,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",440000,"Condominium (Corner)","Built-up  ",915,"sq. ft.","Unfurnished"
"Setapak, Kuala Lumpur","RM",456000,"Condominium","Built-up  ",1272,"sq. ft.","Partly Furnished"
"Taman Desa, Kuala Lumpur","RM",245000,"Apartment (Intermediate)","Built-up  ",650,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",431000,"Serviced Residence","Built-up  ",660,"sq. ft.","Partly Furnished"
"Desa Pandan, Kuala Lumpur","RM",1200000,"Serviced Residence","Built-up  ",1410,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",1590000,"Condominium (Corner)","Built-up  ",3020,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1180000,"Condominium (Corner)","Built-up  ",1448,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1550000,"Serviced Residence","Built-up  ",1572,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",3200,"Condominium","Built-up  ",1293,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",4600,"Condominium (Duplex)","Built-up  ",2021,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",493000,"Condominium (Corner)","Built-up  ",1074,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",490000,"Condominium (Corner)","Built-up  ",1074,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",480000,"Condominium (Corner)","Built-up  ",1074,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",385000,"Condominium (Intermediate)","Built-up  ",832,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",330000,"Apartment (Corner)","Built-up  ",860,"sq. ft.","Unfurnished"
"Sri Petaling, Kuala Lumpur","RM",1480000,"2-sty Terrace/Link House (Corner)","Built-up  ",3000,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",990250,"Condominium (Intermediate)","Built-up  ",1119,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",628000,"Townhouse (Intermediate)","Built-up  ",1340,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",310000,"Condominium","Built-up  ",775,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",9080000,"Bungalow (Intermediate)","Land area  ",8170,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",2880000,"Condominium (Corner)","Built-up  ",3349,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",610000,"Condominium","Built-up  ",863,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",690000,"Condominium","Built-up  ",1109,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3758400,"Condominium (Corner)","Built-up  ",3240,"sq. ft.","Partly Furnished"
"OUG, Kuala Lumpur","RM",2230000,"Bungalow (Intermediate)","Land area  ",6700,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",2380000,"Semi-detached House (Corner)","Land area  ",4670,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",836000,"Condominium (Corner)","Built-up  ",1268,"sq. ft.","Partly Furnished"
"Ampang Hilir, Kuala Lumpur","RM",2669000,"Condominium","Built-up  ",2669,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",2128000,"Condominium","Built-up  ",2240,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",1850000,"Serviced Residence (Intermediate)","Built-up  ",1485,"sq. ft.","Partly Furnished"
"OUG, Kuala Lumpur","RM",1800000,"Semi-detached House (Intermediate)","Land area  ",4520,"sq. ft.","Partly Furnished"
"OUG, Kuala Lumpur","RM",1750000,"Semi-detached House (Intermediate)","Land area  ",4520,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",638000,"Serviced Residence (Intermediate)","Built-up  ",1041,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",395000,"Condominium","Built-up  ",945,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",9e+05,"Serviced Residence (Corner)","Built-up  ",947,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",6e+05,"Condominium (Intermediate)","Built-up  ",1018,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",740000,"Condominium (Intermediate)","Built-up  ",1168,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",645000,"Condominium (Intermediate)","Built-up  ",1019,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",3200,"Condominium","Built-up  ",1324,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",2220000,"Condominium (Corner)","Built-up  ",2906,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1650000,"Condominium","Built-up  ",2038,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1690000,"Condominium","Built-up  ",2020,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",630000,"Condominium (Intermediate)","Built-up  ",1020,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",3051300,"Condominium","Built-up  ",2906,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",2358000,"Condominium","Built-up  ",2245,"sq. ft.","Unfurnished"
"KLCC, Kuala Lumpur","RM",2650000,"Condominium","Built-up  ",1646,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",4550000,"Condominium (Duplex)","Built-up  ",4427,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1900000,"Serviced Residence","Built-up  ",1299,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",5400000,"Serviced Residence (Triplex)","Built-up  ",6769,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2450000,"Serviced Residence","Built-up  ",1804,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",370000,"Serviced Residence","Land area  ",676,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",1350000,"Condominium","Built-up  ",1420,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",420000,"Condominium (Corner)","Built-up  ",1400,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",3300,"Serviced Residence","Built-up  ",950,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",3200000,"Bungalow (Corner)","Land area  ",11400,"sq. ft.","Unfurnished"
"Bukit Jalil, Kuala Lumpur","RM",960000,"Condominium","Built-up  ",1513,"sq. ft.","Partly Furnished"
"KL Eco City, Kuala Lumpur","RM",996250,"Condominium","Built-up  ",797,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1025,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",5e+05,"Condominium","Built-up  ",1313,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",880000,"Condominium (Intermediate)","Land area  ",1518,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",3800000,"Condominium","Built-up  ",3820,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2600000,"Serviced Residence (Corner)","Built-up  ",2343,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1800000,"Condominium (Corner)","Built-up  ",2316,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",2600000,"Condominium (Corner)","Built-up  ",2357,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1950000,"Serviced Residence","Built-up  ",1076,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",3800000,"Serviced Residence (Corner)","Built-up  ",3450,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1750000,"Condominium (Corner)","Built-up  ",2111,"sq. ft.","Fully Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1460000,"Condominium (Intermediate)","Built-up  ",1468,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",1300000,"Serviced Residence (Corner)","Built-up  ",1200,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2e+06,"Serviced Residence","Built-up  ",1087,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",1200000,"Condominium","Built-up  ",1749,"sq. ft.","Fully Furnished"
"Wangsa Maju, Kuala Lumpur","RM",490000,"Serviced Residence","Built-up  ",830,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",1450000,"Condominium (Corner)","Built-up  ",1856,"sq. ft.","Fully Furnished"
"Segambut, Kuala Lumpur","RM",1380000,"Condominium (Corner)","Built-up  ",1856,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",538000,"Condominium (Corner)","Built-up  ",1121,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",1289520,"Serviced Residence (Corner)","Built-up  ",1356,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",539841,"Serviced Residence (Corner)","Built-up  ",1001,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",1000620,"Serviced Residence (Intermediate)","Built-up  ",1055,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",686656,"Serviced Residence (Duplex)","Built-up  ",1126,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",542845,"Serviced Residence (Intermediate)","Built-up  ",713,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",2320436,"Condominium (Corner)","Built-up  ",5690,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",399000,"Serviced Residence (Intermediate)","Built-up  ",743,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",441474,"Serviced Residence (Intermediate)","Built-up  ",850,"sq. ft.","Unfurnished"
"Sentul, Kuala Lumpur","RM",399780,"Serviced Residence (Intermediate)","Built-up  ",743,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",801720,"Serviced Residence (EndLot)","Built-up  ",829,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",2238436,"Condominium (Corner)","Built-up  ",5632,"sq. ft.","Unfurnished"
"Taman Desa, Kuala Lumpur","RM",3400000,"Condominium (Penthouse)","Built-up  ",4526,"sq. ft.","Unfurnished"
"Taman Desa, Kuala Lumpur","RM",2800000,"Condominium (Penthouse)","Built-up  ",3729,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",719055,"Serviced Residence (Intermediate)","Built-up  ",1043,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",589294,"Serviced Residence (Intermediate)","Built-up  ",798,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",570285,"Serviced Residence (Intermediate)","Built-up  ",797,"sq. ft.","Unfurnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",451269,"Serviced Residence (Intermediate)","Built-up  ",621,"sq. ft.","Unfurnished"
"Segambut, Kuala Lumpur","RM",711849,"Serviced Residence (Intermediate)","Built-up  ",1152,"sq. ft.","Unfurnished"
"Segambut, Kuala Lumpur","RM",743529,"Serviced Residence (Intermediate)","Built-up  ",1206,"sq. ft.","Unfurnished"
"Taman Desa, Kuala Lumpur","RM",2600000,"Condominium (Corner)","Built-up  ",4069,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",538401,"Serviced Residence (Intermediate)","Built-up  ",958,"sq. ft.","Unfurnished"
"Segambut, Kuala Lumpur","RM",517017,"Serviced Residence (EndLot)","Built-up  ",829,"sq. ft.","Unfurnished"
"Taman Desa, Kuala Lumpur","RM",660000,"Condominium","Built-up  ",1157,"sq. ft.","Fully Furnished"
"Salak Selatan, Kuala Lumpur","RM",593424,"Serviced Residence (Intermediate)","Built-up  ",1089,"sq. ft.","Unfurnished"
"Pantai, Kuala Lumpur","RM",890000,"Condominium","Land area  ",1439,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1100000,"Condominium (Corner)","Built-up  ",2208,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",576966,"Serviced Residence (Intermediate)","Built-up  ",1123,"sq. ft.","Unfurnished"
"Desa ParkCity, Kuala Lumpur","RM",1450000,"Condominium (Corner)","Built-up  ",1852,"sq. ft.","Partly Furnished"
"Ampang, Kuala Lumpur","RM",840000,"Serviced Residence (SOHO)","Built-up  ",853,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",4e+05,"Condominium (Corner)","Built-up  ",1465,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",480000,"Condominium","Built-up  ",910,"sq. ft.","Fully Furnished"
"Brickfields, Kuala Lumpur","RM",1200000,"Condominium (Corner)","Built-up  ",1727,"sq. ft.","Fully Furnished"
